timestamp,steps,bpm
2021-01-30 9,445,72.34546
2021-01-30 10,354,81.5818
2021-01-30 11,125,74.51513333
2021-01-30 12,29,71.23636
2021-01-30 13,0,71.66668333
2021-01-30 14,1858,89.92726
2021-01-30 15,5522,98.67276
2021-01-30 16,2167,91.06761667
2021-01-30 17,49,74.49092
2021-01-30 18,78,79.63636667
2021-01-30 19,91,72.45454
2021-01-30 20,5,63.72728
2021-01-30 21,0,65.5909
2021-01-30 22,11,64.87272
2021-01-30 23,13,66.23483333
2021-01-31 0,7,63.27275
2021-01-31 1,0,61.2
2021-01-31 2,0,65.31816667
2021-01-31 3,0,62.14546
2021-01-31 4,0,62.1818
2021-01-31 5,0,66.10912
2021-01-31 6,8,62.04546667
2021-01-31 7,76,64.90908
2021-01-31 8,32,66.61365
2021-01-31 9,100,68
2021-01-31 10,182,76.92726
2021-01-31 11,16,74.15151667
2021-01-31 12,19,70.12728
2021-01-31 13,173,76.69698333
2021-01-31 14,780,78.74546
2021-01-31 15,3655,105.30305
2021-01-31 16,3460,105.50005
2021-01-31 17,29,79.5
2021-02-01 8,0,70.78786667
2021-02-01 9,26,69.78788333
2021-02-01 10,105,70.47276
2021-02-01 11,74,79.70454
2021-02-01 14,309,79.13635
2021-02-01 15,350,74.43636
2021-02-01 16,41,70.8803
2021-02-01 17,71,71.70455
2021-02-01 18,0,70.7
2021-02-02 0,63,61.27274
2021-02-02 1,0,59.72726
2021-02-02 2,0,62.62121667
2021-02-02 3,0,60.6909
2021-02-02 4,0,61.23636
2021-02-02 5,0,65.3182
2021-02-02 6,0,66.58182
2021-02-02 7,67,66.39395
2021-02-02 8,0,64.61818
2021-02-02 9,153,65.84846667
2021-02-02 10,337,68.0909
2021-02-02 11,107,81.6909
2021-02-02 12,18,68.8182
2021-02-02 13,223,70.8909
2021-02-02 14,105,72.69696667
2021-02-02 15,0,68.56364
2021-02-02 16,0,67.7818
2021-02-02 17,52,68.84848333
2021-02-02 18,57,69.481825
2021-02-02 21,97,73.48483333
2021-02-02 22,3788,90.29092
2021-02-02 23,1140,82.92051667
2021-02-03 0,84,68.78182
2021-02-03 1,97,62.89391667
2021-02-03 2,0,60.12724
2021-02-03 3,0,60.34846667
2021-02-03 4,0,61.50908
2021-02-03 5,8,61.89092
2021-02-03 6,0,66.19698333
2021-02-03 7,0,65.6667
2021-02-04 0,64,66.36365
2021-02-04 1,6,63.61818
2021-02-04 2,7,68.18181667
2021-02-04 3,0,62.52728
2021-02-04 4,0,64.30303333
2021-02-04 5,0,64.63636
2021-02-04 6,0,65.81818333
2021-02-04 7,0,63.78182
2021-02-04 8,76,69.16666667
2021-02-04 9,21,64.70908
2021-02-04 10,83,69.0109
2021-02-04 11,0,69.6
2021-02-04 13,157,91.1818
2021-02-04 14,1298,83.5757
2021-02-04 15,93,77.16546
2021-02-04 16,1301,83.92421667
2021-02-04 17,29,75.34546
2021-02-04 18,105,72.32726
2021-02-04 19,22,69.78786667
2021-02-04 20,0,68.99998
2021-02-04 21,342,70.92425
2021-02-04 22,137,65.67272
2021-02-04 23,7,61.18181667
2021-02-05 0,66,61.80303333
2021-02-05 1,0,58.41818
2021-02-05 2,0,62.10608333
2021-02-05 3,16,65.85452
2021-02-05 4,0,64.65153333
