steps,bpm,state
203,71.96362,2
63,77.8727,2
183,86.9697,2
112,76.65454,2
25,73.73246,2
19,74.94546,2
11,75.19696667,2
79,74.14544,2
0,73.04546667,2
110,76.29092,2
47,74.94546,2
109,70.31818333,2
41,68.36362,2
15,74.77271667,2
44,75,2
0,76.24243333,2
0,76.2909,2
0,75.0303,2
0,78.70908,2
0,75.10606667,2
122,80.17574,2
230,82.41818,2
0,81.57575,2
0,77.65454,2
534,87.52083333,2
11,83.89092,2
175,85.42426667,2
194,84.45454,2
39,80.12728,2
32,76.83335,2
135,77.14544,2
236,77.69696667,2
203,79.05456,2
80,77.72728333,2
303,74.94546,2
45,67.24243333,2
150,67.1896,2
10,61.71211667,2
0,64.6909,1
0,70.83333333,2
0,64.32726,1
0,63.01516667,1
0,60.8,1
226,69.3182,2
41,70.49092,2
0,68.51515,1
22,68.96766,2
0,66.41818,1
159,68.10606667,2
138,71.39634,2
0,72.95455,2
102,79.14546,2
1078,83.1636,2
31,74.12726,2
174,79.95453333,2
1148,89.12726,2
75,86.636375,2
10,78.0808,2
0,73.84848333,2
0,73.12728,2
0,78.27273333,2
0,69.45454,1
0,69.86363333,1
0,69.34546,1
0,68.28785,1
66,77.247725,2
914,87.97538333,2
742,86.65456,2
63,83.31818333,2
788,90.29082,2
308,87.48486667,2
848,91.48182,2
45,84.31818333,2
183,80.74546,2
104,79.16364,2
605,81.48486667,2
55,82.79998,2
329,93.39398333,2
450,93.18182,2
20,87.06061667,2
169,85.19998,2
61,76.70455,2
10,74.7424,2
0,71.47274,2
0,68.81818333,1
0,68.43636,1
0,68.25756667,1
0,69.81818,1
0,71.21211667,2
7,73.43636,2
214,75.89395,2
134,73.76364,2
359,79.4,2
453,83.56061667,2
13,76.27272,2
390,79.19698333,2
829,84.21816,2
182,75.30303333,2
63,76.59998,2
241,76.25758333,2
379,82.65452,2
14,76.16668333,2
244,74.78184,2
122,69.74774,2
0,68.5909,1
0,75.26364,2
15,70.28786667,2
0,68.14544,1
0,66.83335,1
9,63.94548,2
0,65.57575,1
0,65.72728,1
0,64.10605,1
32,67.43638,2
89,72.09088333,2
45,73.8409,2
33,76.2,2
54,75.98485,2
200,81.2,2
375,82.78788333,2
379,84.89092,2
122,81.28788333,2
125,79.34546,2
465,78.71213333,2
290,78.4909,2
195,73.36364,2
14,85.1061,2
0,85,2
18,63.33335,2
0,60.7091,1
231,65.2,2
294,65.54546,2
0,62.22726667,1
0,62.54546,1
0,61.8485,1
0,62.78182,1
32,66.22726667,2
8,69.4545,2
1489,104.364,3
3481,108.6925667,3
125,84.446975,2
47,79.9818,2
0,74.83333333,2
51,72.47272,2
21,72.36363333,2
18,75.78184,2
20,72.34544,2
55,73.63635,2
81,72.5273,2
145,68.1633,2
77,69.9798,2
0,66.45453333,1
16,66.4,2
12,64.86365,2
0,64.96364,1
0,68.95455,1
0,64.5273,1
0,70.68183333,2
19,69.40002,2
92,71.63635,2
100,74.29092,2
88,102.37075,2
0,72.65452,2
27,72.90908,2
12,69.13636667,2
0,74.09092,2
6,73.12121667,2
81,85.4773,2
0,70.8636,2
246,78.72728,2
466,83.86363333,2
449,105.07828,2
552,82.32726,2
402,83.7121,2
123,76.27274,2
192,77.23634,2
173,76.68183333,2
137,80.78182,2
59,78.13636667,2
103,74.63636,2
238,73.33335,2
607,76.30906,2
77,63.10606667,2
0,60.27275,1
0,67.63636,1
0,71.98486667,2
0,66.09092,1
0,68.6515,1
0,67.8727,1
0,67,1
7,65.47274,2
20,66.95455,2
8,66.65456,2
0,66.23864,1
154,78.8909,2
4,76.92425,2
116,73.2591,2
738,91.9848,2
0,75.92728,2
23,73.16364,2
4580,99.45445,2
444,120.5555,2
93,77.57573333,2
697,77.92728,2
18,65.1818,2
6,61.21211667,2
17,63.00002,2
0,71.09091667,2
0,69.25454,1
0,71.15151667,2
7,74.21818,2
0,70.4697,2
0,73.6909,2
7,70.59093333,2
60,74.56364,2
1793,86.12728,2
91,80.75756667,2
384,76.85456,2
110,75.75756667,2
97,75.73334,2
35,68.37878333,2
52,71.07272,2
2107,84.28791667,2
2852,116.3635,3
0,114,2
0,81,2
57,78.4091,2
248,72.31818333,2
0,67.70652,1
0,66.33331667,1
0,66.78182,1
0,69.4697,1
22,68.94546,2
8,71.0303,2
0,65.6182,1
224,72.34846667,2
0,72.85454,2
48,75.74546,2
5,69.8485,2
54,68.27274,2
18,71.90908333,2
12,71.67272,2
33,70.27273333,2
195,75.32546,2
58,71.83333333,2
0,66.8182,1
42,65.42423333,2
77,75.69092,2
182,80.45052,2
83,80.63638,2
20,78.44695,2
0,67.46968333,1
96,65.66364,2
50,65.54543333,2
0,62.5818,1
0,68.27271667,1
0,70.85454,2
0,67.06061667,1
0,72.27274,2
7,65.95456667,2
0,73.38182,2
53,72.04545,2
25,69.21818,2
1380,86.19992,2
0,80.34848333,2
0,73.5909,2
201,89.06668,2
214,87.87274,2
357,78.48485,2
264,79.01818,2
499,79.4091,2
91,73.8909,2
114,92.5,2
45,74.42423333,2
0,72.4935,2
280,81.5,2
88,83.81818333,2
1227,86.14546,2
0,73.30303333,2
80,75.67274,2
536,82.69695,2
24,78.61816,2
523,85.4909,2
369,83.84846667,2
31,76.05454,2
63,67.9697,2
9,71.07726,2
0,71.69696667,2
0,70.74546,2
0,71.33333333,2
0,75.1091,2
0,72.92425,2
8,71.47272,2
267,72.73938333,2
32,69.23636,2
42,70.60606667,2
43,71.67276,2
0,68,1
107,68.5,2
3561,102.27264,3
4159,115.43175,3
162,99.03642,2
772,86.16668333,2
543,85.90914,2
30,81.13638333,2
997,91.84546,2
13,84.07576667,2
10,76.58182,2
67,73.3788,2
0,68.52728,1
0,67.10608,1
16,69.74243333,2
47,72.50906,2
6,66.42425,2
0,66.2727,1
0,67.63635,1
0,64.83638,1
220,73.54503333,2
42,73.2909,2
7,75.68183333,2
112,71.07498,2
0,70.78182,2
286,72.24241667,2
39,72.76362,2
204,73.24241667,2
485,77.54546,2
146,76.66666667,2
67,76.78182,2
471,78.30303333,2
109,77.18184,2
278,78.24243333,2
637,78.4909,2
499,74.1091,2
64,71.94372857,2
0,62.72548,1
0,67.10606667,1
0,79.36366,2
14,74.5303,2
0,78.6,2
0,85.16666667,2
0,80.72728,2
297,79.81816667,2
0,72.56364,2
153,73.51515,2
0,74.63638,2
76,72.159075,2
229,76.77273333,2
6,78.8,2
197,85.19696667,2
5,79.87272,2
910,85.38181667,2
1173,85.81272,2
55,70,2
237,76.47274,2
133,100.918175,2
9,71.03026667,2
4,71.18182,2
0,68.51136667,1
0,75.81816667,2
0,73.41818,2
9,74.21211667,2
0,74.4909,2
4,71.28788333,2
0,64.20002,1
9,67.30303333,2
64,71.96364,2
66,70.80303333,2
751,81.12726,2
664,92.40915,2
0,77,2
0,88,2
149,79.9697,2
167,88.86366667,2
99,75.01818,2
0,70.6212,2
0,69.6,1
21,70.32728,2
18,69.48485,2
0,70.78182,2
0,66.59091667,1
0,69.65454,1
9,69.63636667,2
0,74.70906,2
0,72.95455,2
27,78.2909,2
46,85.1667,2
171,90.45455,2
637,88.4,2
790,81.18183333,2
47,73.52726,2
0,72.72726667,2
0,70.511375,2
59,77.96966667,2
0,73.3091,2
56,73.44026,2
204,76.72454,2
4013,95.47574,2
953,82.06262,2
0,68.45456,1
0,71.39393333,2
0,66.38182,1
0,68.04545,1
0,73.43636,2
0,74.86365,2
26,76.94544,2
77,74.68181667,2
149,76.63636,2
556,85.09093333,2
109,80.04364,2
40,75.30908,2
22,71.60606667,2
26,72.32726,2
6,74.45456667,2
55,73.61818,2
17,73.2642,2
5,82.3636,2
107,74.7091,2
71,75.20201667,2
0,77.75755,2
0,79.79998,2
0,76.33335,2
0,75.05454,2
0,72.13638333,2
0,77.21818,2
0,77.39393333,2
88,79.61816,2
13,74.1818,2
0,70.56362,2
0,68.63638,1
151,74.40571667,2
8,84.05456,2
260,92.3265,2
557,84.85452,2
0,82.10605,2
223,77.76362,2
4383,113.7272,3
0,103.6666667,2
69,85.1818,2
116,76.56366,2
741,80.47112,2
0,69.83333333,1
9,72.56364,2
0,69.21213333,1
0,69.29092,1
0,68.9697,1
0,67.54544,1
7,72.06061667,2
10,71.38178,2
20,70.5,2
21,69.29092,2
190,77.30908,2
247,79.92425,2
117,73.59998,2
187,72.6212,2
550,84.76364,2
0,75.72725,2
5799,119.7544,3
1805,116.553,3
55,87.9394,2
149,79.96362,2
56,76.57274,2
29,73.89391667,2
0,74.54544,2
8,74.42426667,2
0,67.90906,1
0,66.69696667,1
0,67.70908,1
0,68.53031667,1
0,73.38182,2
71,74.37878333,2
18,72.07272,2
34,78.7503,2
8,81.41818,2
13,78.80301667,2
149,79.2618,2
879,91.55775,2
683,89.54533333,2
5077,133.109,3
4161,107.8721167,3
3235,113.25225,3
47,81.6818,2
83,75.3788,2
0,67.09608,1
23,68.2576,2
0,67.9818,1
0,65.2121,1
0,68.09092,1
0,65.27275,1
0,68.03638,1
0,65.8788,1
15,72.67272,2
0,71.04546667,2
0,68.431825,1
205,81.14546,2
736,81.92421667,2
137,80.39998,2
125,78.32728,2
96,78.13636667,2
4600,98.58192,2
2818,102.1319167,3
161,84,2
128,87.19698333,2
0,80.2909,2
123,78.28786667,2
137,79.4679,2
85,71.1212,2
0,70.0606,2
159,72.48483333,2
38,70.92425,2
9,76,2
0,76.09091667,2
68,76.3091,2
304,83.74243333,2
11,76.94544,2
121,76.47272,2
0,73.51513333,2
336,74.45454,2
145,77.28635,2
4,71.0909,2
92,71.57573333,2
33,74.99998,2
0,71.01515,2
132,66.85456,2
13,58.59998,2
17,60.98485,2
176,67.60002,2
129,84.76703333,2
102,76.41818,2
552,78.21265714,2
895,82.5682,2
36,76.40908333,2
342,75.65454,2
702,80.71213333,2
8,72.25,2
119,67.5091,2
0,65.72726667,1
0,70.92423333,2
6,71.58182,2
0,70.0909,2
0,66.36364,1
0,64.83331667,1
0,69.43636,1
197,72.88636,2
136,77.5606,2
183,77.61818,2
427,78.96971667,2
141,73,2
0,72.2273,2
8,69.94546,2
286,80.79653333,2
0,81.14546,2
115,79.2121,2
289,76.40002,2
298,81.63634,2
385,82.83333333,2
995,87.90908,2
147,77.92426667,2
271,87.83274,2
70,76.66136,2
89,69.61514,2
0,68.65153333,1
0,66.98182,1
0,69.19698333,1
0,67.6909,1
0,68.48486667,1
7,65.81818,2
248,74.15151667,2
10,69.25454,2
478,79.53028333,2
14,74.9091,2
0,69.54546,1
658,75.03031667,2
314,92.33506,2
0,74.729175,2
139,75.8788,2
32,70.12726,2
151,67.74243333,2
1596,98.1515,2
0,74.22726667,2
19,71.12726,2
72,69.34848333,2
32,63.8909,2
0,66.14546,1
0,68.74545,1
0,69.07576667,1
0,71.21818,2
0,64.25756667,1
6,68.36366,2
0,68.54545,1
0,72.94544,2
0,69.78788333,1
29,73.12728,2
302,80.084425,2
436,78.42425,2
0,80.29092,2
925,84.4394,2
216,77.14544,2
214,77.03028333,2
542,82.29318,2
532,77.01513333,2
72,72.7818,2
231,72.70908,2
174,86.01515,2
220,100.2363,2
35,87.33636667,2
225,77.25452,2
27,79.4697,2
0,76.15586,2
0,75.69695,2
0,72.52724,2
0,73.72726667,2
0,75.6909,2
0,76.54543333,2
0,73.27272,2
19,77.71213333,2
162,79.26546,2
331,87.42022,2
27,85.15151667,2
229,81.7091,2
6,72.98485,2
0,72.85454,2
121,76.69698,2
208,78.62121667,2
107,75.47272,2
0,75.43183333,2
0,80,2
150,74.54543333,2
48,68.65456,2
0,68.23182,1
45,67.74243333,2
20,61.65454,2
0,61.57575,1
0,63.87274,1
0,65.72728333,1
0,71.27272,2
0,73.0909,2
102,75.2909,2
211,80.12121667,2
160,82.23638,2
28,84.9091,2
6,76.80301667,2
59,73.70908,2
333,82.96818333,2
256,83.23636,2
373,82.5303,2
338,82.14546,2
606,82.04546667,2
24,76.85454,2
0,74.51515,2
81,71.45456,2
440,76.1818,2
0,66.72726667,1
21,64.36544,2
22,63.1212,2
0,62.6909,1
0,63.77273333,1
0,66.47272,1
11,64.09088333,2
0,65.03636,1
0,66.74241667,1
5,73.2,2
37,79.75,2
9,72.227275,2
16,71.0909,2
61,68.50908,2
131,71.60605,2
367,78.5596,2
42,73.65153333,2
0,68.85456,1
0,69.48483333,1
0,65.8182,1
0,67.03028333,1
0,68.9091,1
166,77.071,2
24,80.71211667,2
47,79.16362,2
280,79.89393333,2
135,76.43634,2
167,74.42423333,2
371,77.65452,2
98,73.15151667,2
150,80.47272,2
360,78.5606,2
0,64.6909,1
87,69.70908,2
130,71.83333333,2
273,79.7673,2
18,80.24241667,2
229,84.1818,2
110,73.943175,2
0,68.5,1
38,69.39393333,2
0,64.06061667,1
0,68.96362,1
0,67.0606,1
5,66.92726,2
0,67.63636,1
5,68.28788333,2
57,73.65454,2
41,72.81818333,2
0,68.82955,1
522,82.13635,2
297,87.92425,2
0,83.72726,2
160,82.0303,2
126,76.47272,2
100,76.54545,2
170,76.29092,2
334,78.18181667,2
148,80.01818,2
208,79.07575,2
289,74.05456,2
0,67.12728,1
12,64.5606,2
391,72.4709,2
27,70,2
0,66.45454,1
7,68.16665,2
0,68.14548,1
0,67.59093333,1
0,71.78182,2
5,75.72728333,2
0,81.70908,2
101,78.06063333,2
0,79.03636,2
27,80.125,2
983,108.727,2
3537,133.25475,3
132,94.8182,2
64,88.16362,2
0,81.29166667,2
0,79.50001667,2
0,76.6182,2
10,77.60605,2
8,73.98182,2
0,72.24241667,2
0,73.92728,2
142,80.36818,2
27,79.4545,2
0,72.4,2
0,68.72726,1
9,71.90908333,2
0,72.23638,2
261,76.17121667,2
149,76.53184,2
0,77,2
1187,101.3333667,3
0,99,2
0,96,2
0,96.5,2
55,74.09093333,2
5,70.72728,2
82,72.31818333,2
0,72.10606667,2
0,70.47274,2
19,69.69698333,2
0,72.2,2
17,73.57576667,2
0,70.58182,2
316,78.51515,2
0,75.56362,2
4,76.42423333,2
64,74.32726,2
0,73.60002,2
159,73.60605,2
4698,111.50354,3
1182,111.675,3
167,90.1091,2
174,81.18185,2
379,92.93435,2
31,99.8182,2
36,85.81818333,2
0,77.03636,2
24,79.16364,2
29,79.06058333,2
64,83.67275,2
30,77.57575,2
0,77.21818,2
0,74.39391667,2
0,72.3091,2
4,68.61818,2
15,67.60606667,2
178,75.25456,2
31,72.24243333,2
60,73.87274,2
12,75.34848333,2
6,76.03638,2
13,75.5303,2
0,81.5,2
66,87.5455,2
211,69.78786667,2
13,70.18182,2
0,74.33335,2
0,70.4091,2
0,68.87274,1
4,69.49998333,2
11,70.8727,2
0,72.99998333,2
0,73.25454,2
18,74.69696667,2
21,72.957375,2
0,70.3333,2
71,75.60455,2
0,69.90908,1
662,77.98486667,2
406,77.00002,2
830,83.96364,2
19,72.39395,2
423,72.74546,2
32,86.80301667,2
500,90.8909,2
0,77.22726667,2
37,79.79165,2
10,71.9091,2
0,69.58182,1
0,74.27271667,2
0,72.2,2
0,71.51516667,2
6,72.38182,2
0,68.77271667,1
0,67.63634,1
130,74.36363333,2
32,72.81818,2
0,70.53031667,2
0,69.01818,1
76,76.50883333,2
3932,121.1092,3
1092,124.25,3
68,110.5958333,2
881,89.15153333,2
50,84.61666667,2
125,79.0303,2
8,78.89092,2
130,72.33333333,2
64,70.12726,2
0,65.83335,1
30,71.45454,2
0,78.0909,2
0,69.49998333,1
0,65.47272,1
0,69.66666667,1
0,65.14548,1
0,67.45455,1
0,74.1091,2
297,80.30424,2
7,82.89395,2
168,82.07274,2
0,79.69092,2
4,74.37878333,2
112,76.18182,2
4,77.18181667,2
370,88.65456,2
7,82.93941667,2
190,84.43638,2
37,82.62123333,2
175,84.39998,2
316,86.1515,2
307,84.14546,2
166,80.4,2
175,75.07576667,2
259,78.0182,2
7,75.55965,2
195,73.21211667,2
0,72.38182,2
0,68.07575,1
0,67.09092,1
0,68.84848333,1
23,68.53786667,2
2028,98.07578333,2
632,89.41816,2
36,85.9394,2
275,83.45454,2
3828,101.67875,3
4758,101.54556,3
3323,101.1363333,3
1667,94.79998,2
4579,101.4849333,3
3276,96.78188,2
974,95.92546,2
353,98.06058333,2
14,91.29092,2
9,84.81818333,2
1582,89.23636,2
57,89.9697,2
8,80.2727,2
10,80.6553,2
0,76.62121667,2
0,76.09092,2
0,73.3788,2
0,71.43636,2
0,75.93938333,2
0,76.34546,2
326,83.42425,2
0,74.56364,2
0,70.76668333,2
7,69.90908,2
49,72.27274,2
0,70.57576667,2
0,75.3091,2
19,73.13636667,2
136,73.05454,2
13,71.76211667,2
4,70.23636,2
122,73.82908,2
466,78.74241667,2
17,68.09092,2
6,68.0606,2
49,67.92728,2
0,64.87274,1
0,70.77273333,2
0,64.89092,1
0,67.21211667,1
0,64.07274,1
0,66.21213333,1
10,65.54544,2
235,79.70623333,2
91,77.4,2
36,76.03634,2
31,74.02954,2
50,73.10908,2
199,82.33768,2
511,88.5091,2
48,74.07576667,2
0,71.03636,2
0,72.6212,2
0,74.90224,2
0,68.80303333,1
0,67.59998,1
0,65.31816667,1
19,67.83636,2
0,69.30301667,1
0,65.09092,1
19,87.9798,2
37,83.71211667,2
0,75.25,2
0,75.80953333,2
78,68.12928,2
0,70.24241667,2
0,69.0182,1
0,67.83333333,1
4,64.74544,2
0,65.00001667,1
0,69.21818,1
0,72.25758333,2
13,72.50908,2
43,70.7091,2
12,67.69695,2
45,66.38184,2
25,64.33331667,2
122,112.0501667,2
0,78.3333,2
1654,102.682,3
3605,104.5000333,3
59,77.03636,2
1064,92.27275,2
341,90.13635,2
75,79.54545,2
0,64.75002,1
0,63.4697,1
0,65.6,1
0,62.63636667,1
0,63.76362,1
0,67.59091667,1
0,66,1
69,87.833325,2
15,84.51516667,2
208,80.8485,2
217,79.5091,2
340,79.81818,2
974,82.09093333,2
14,76.76364,2
355,80.15153333,2
71,72.51922,2
0,70.04545,2
0,70.90908,2
0,66.12121667,1
0,66.96362,1
0,63.09093333,1
0,67.05454,1
0,67.15151667,1
0,63.67274,1
44,69.60605,2
72,86,2
664,81.2909,2
331,81.37876667,2
646,91.50546,2
28,63.51516667,2
0,62.98182,1
20,60.62121667,2
4,61.69546667,2
0,63.54546,1
8,62.49998333,2
0,62.32726,1
0,60.40906667,1
0,62.41818,1
0,66.16668333,1
0,70.45454,2
28,71.33331667,2
63,75.22725,2
0,71.65454,2
31,77.7879,2
97,99.3636,2
202,76.85454,2
102,80.36364,2
47,78.51515,2
2386,96.6546,2
3205,103.2575,3
8,85.218725,2
0,88.99046667,2
0,88.77776667,2
0,84.54763333,2
409,83.1591,2
0,71.09868,2
7,68.78788333,2
0,67.27274,1
0,65.84851667,1
0,63.16364,1
0,61.3485,1
0,66.18184,1
0,64.1818,1
0,63.18182,1
56,69.89391667,2
328,72.34546,2
204,72.21818,2
147,78.43938333,2
296,76.16362,2
0,71.4394,2
129,73.5188,2
1041,85.90908,2
1069,89.23636667,2
1103,82.49084,2
449,82.39393333,2
800,74.18182,2
93,78.3455,2
0,69.0606,1
72,66.69092,2
91,69.24998333,2
8,64.9697,2
0,66.54546,1
0,67.81818333,1
0,65.70908,1
0,61.92425,1
0,61.30908,1
0,67.13638333,1
10,67.7091,2
50,71.86361667,2
0,68.56362,1
46,69.0909,2
325,83.88256667,2
372,96.9455,2
9,81.78786667,2
122,76.03636,2
50,78.92426667,2
171,79.32726,2
280,76.58788333,2
241,81.16364,2
81,115.667,2
7,68.7909,2
33,69.51515,2
0,69.4727,1
27,67.15758,2
42,63.65153333,2
0,58.65454,1
8,57.59093333,2
0,60.96366,1
0,63.3788,1
0,64.12728,1
116,69.0606,2
9,67.01818,2
78,67.16666667,2
53,65.54546,2
0,64,1
1791,102.21812,3
291,74.5909,2
106,70.8409,2
20,118.6,2
6,72.67272,2
0,69.09091667,1
0,66.14546,1
0,65.27271667,1
17,67.22272,2
44,66.5303,2
0,69.65454,1
0,75.50001667,2
0,74.83638,2
0,76.10908,2
235,73.12123333,2
2772,99.61818,2
2131,118.00375,3
89,83.39393333,2
27,80.8909,2
34,78.16668333,2
66,72.41818,2
24,67.76364,2
0,65.96665,1
0,64.39393333,1
0,66.45456,1
0,65.95456667,1
0,69.4182,1
0,66.45453333,1
0,71.01818,2
76,74.5442,2
131,73.66666667,2
57,78.25456,2
126,75.3788,2
0,74.61818,2
163,74.2761,2
0,71.29092,2
270,79.25756667,2
0,80.6,2
0,83.5,2
6,75.9091,2
483,82.03636,2
394,81.72726667,2
507,78.49088,2
313,75.00151667,2
61,66.63638,2
0,67.87878,1
0,64.4394,1
0,68.65452,1
7,68.34848333,2
0,63.14546,1
0,64.45453333,1
0,66.56364,1
0,69.07576667,1
20,68.90908,2
27,73.85496667,2
0,75,2
0,112.2855,2
13,108.83325,2
0,100,2
26,66.95455,2
127,76.68183333,2
4,71.30908,2
17,71.25756667,2
8,72.0078,2
0,67.74243333,1
12,75.85454,2
0,70.93938333,2
0,70.94546,2
0,64.39391667,1
0,67.98182,1
0,69.78788333,1
76,73.94546,2
60,69.81816667,2
123,76.39393333,2
172,75.81818,2
0,117.3335,2
0,106.3125,2
0,87.55556667,2
0,77.4762,2
106,76.81815,2
247,78.92728,2
7,73.30303333,2
48,69.25,2
41,72.29545,2
5,66.51516667,2
0,65.0909,1
45,65.65151667,2
9,62.60605,2
0,62.34544,1
7,61.1818,2
0,61.92728,1
0,69.1212,1
0,67.43638,1
174,73.37878333,2
40,69.8909,2
212,71.0303,2
11,75.6909,2
49,78.65456,2
0,73.04546667,2
0,70.76364,2
14,70.1212,2
68,76.0909,2
1398,83.21211667,2
0,79.06666,2
42,77.6,2
254,78.83333333,2
642,82.47272,2
6,84.9394,2
0,78.27272,2
24,72.16666667,2
6,71.74318,2
150,74.07575,2
0,72.45456,2
0,71.0606,2
0,69.14544,1
0,71.4091,2
0,67.90912,1
0,70.18181667,2
0,73.56362,2
32,70.5623,2
37,78.36365,2
147,80.47272,2
233,84.96968333,2
247,86.89092,2
250,91.9636,2
135,84.72726,2
192,82.04545,2
274,80.54546,2
489,80.75758333,2
468,83.8,2
2076,103.1819667,3
226,90.96363333,2
18,91.3333,2
58,78.7841,2
26,75.61038571,2
0,71.01515,2
0,69.8909,1
20,67.22728333,2
0,69.6,1
17,68.1818,2
0,65.61816,1
617,77.06138,2
214,84,2
1760,83.15151667,2
107,70.5091,2
84,71.8182,2
70,81.181825,2
44,73.0303,2
12,70.69092,2
33,68.5,2
81,77.12728,2
2555,84.78176,2
3592,107.5382,3
19,83.72726,2
0,71.45456,2
0,66.87881667,1
0,69.9091,1
0,71.05454,2
23,66.69696667,2
0,73.81818,2
0,68.09091667,1
0,67.34546,1
14,74.13635,2
37,73.00004,2
18,68.68485,2
0,69.10912,1
939,80.5091,2
111,93.14791667,2
48,77.16364,2
82,77.45518,2
65,80.56366,2
0,75.2424,2
0,73.431825,2
290,76.79998,2
21,75.59091667,2
8,77.19998,2
76,78.03638,2
64,76.74243333,2
0,72.3818,2
22,74.05303333,2
12,70.75758333,2
0,66.27272,1
0,70.9091,2
0,67.94544,1
9,66.5303,2
0,65.25456,1
7,69.34851667,2
48,71.96364,2
19,72.1212,2
104,76.9818,2
226,87.84545,2
210,84.33335,2
164,80.81818,2
135,78.33331667,2
212,79.81818,2
202,81,2
63,81.38184,2
178,82.93938333,2
276,84.1818,2
368,79.63638333,2
510,81.2909,2
175,86.073875,2
14,70.97272,2
0,71.98483333,2
0,69.25454,1
0,71.13636667,2
0,74.0909,2
20,71.45451667,2
0,71.47272,2
244,77.3788,2
9,79.32728,2
74,84.93941667,2
0,79.53452,2
0,74.41818,2
0,72.42425,2
391,77.56364,2
37,74.63636667,2
444,79.8,2
567,86.48478333,2
13,77.38182,2
491,80.84848333,2
884,79.20544,2
443,83.28788333,2
75,89.14538,2
117,82.21092,2
22,80.64713333,2
9,69.22728333,2
0,70.4,2
0,71.0606,2
0,82.09094,2
0,79.01515,2
0,80.38184,2
0,81.77271667,2
0,82.30908,2
178,87.90043333,2
246,95.16364,2
338,90.34546,2
1914,110.9998667,3
1465,120.8362,3
239,97.04545,2
533,90.75756667,2
618,90.29092,2
476,94.88936667,2
455,90.83636,2
171,94.32726,2
257,104.144,2
128,96.491,2
102,88.37878333,2
225,85.07272,2
107,78.5404,2
0,75.22725,2
138,75.63636,2
0,72,2
0,68.87274,1
0,70.77273333,2
0,73.14546,2
0,77.5,2
56,75.3091,2
12,72.8788,2
290,77.98184,2
642,87.67272,2
650,89,2
1136,92.03636,2
430,87.51513333,2
397,84.10908,2
0,77.86363333,2
0,77.74542,2
291,81.04546667,2
286,86.01818,2
584,88.04545,2
27,82.50906,2
203,85.10823333,2
48,81.51135,2
47,71.05454,2
46,78.3788,2
0,80.23636,2
192,83.30225,2
207,86.92728,2
321,84.72728,2
123,84.30301667,2
394,86.65456,2
29,81.66666667,2
0,80.45455,2
150,76.74544,2
0,71.85714,2
13,94.12771667,2
45,70.65454,2
0,67.45453333,1
0,66.87274,1
18,67.65456,2
52,70.22728333,2
0,78.2121,2
72,72.54545,2
71,87.06908,2
0,94,2
86,90.31818333,2
49,83.67272,2
41,78.27268333,2
1632,87.58182,2
3352,121.57975,3
120,94,2
75,80.89396667,2
89,75,2
23,75.13635,2
0,73.22078,2
44,71.12121667,2
0,68.45456,1
0,69.04545,1
0,67.25454,1
4,67.69698333,2
0,68.07272,1
7,68.00001667,2
24,70.47274,2
1030,91.04545,2
7,80.32728,2
20,79.9091,2
998,86.59083333,2
511,96.07268,2
635,86.92423333,2
46,80.14748,2
0,60.5,1
661,98.840725,2
4,86.03031667,2
189,83.8,2
0,82.3972,2
0,81,2
33,76.64543333,2
83,71.19695,2
0,69.6182,1
12,70.36365,2
0,73.61818,2
0,68.8788,1
0,70.67274,2
194,77.06061667,2
0,73.03634,2
18,71.48485,2
15,70.50912,2
577,87.56364,2
240,85.31818333,2
20,81.2727,2
13,79.75274,2
148,81.33333333,2
31,78.57575,2
26,73.77955,2
67,82.3182,2
227,79.87876667,2
10,74.40002,2
9,70.04545,2
46,74.72272,2
9,71.9697,2
0,78.6909,2
0,72.25758333,2
4,72.00002,2
0,69.30303333,1
48,70.65454,2
208,75.25756667,2
124,75.69092,2
7,72.92425,2
46,72.58184,2
7,72.78182,2
85,75.46968333,2
1445,102.8711,3
2954,136.9545,3
203,94.931825,2
300,88.87282,2
430,85.30303333,2
241,86.5818,2
244,93.10605,2
122,89.90908,2
0,80.18182,2
0,86.1212,2
0,86.96366,2
0,84.71211667,2
10,87.93941667,2
0,80.99998,2
0,84.24241667,2
0,80.98182,2
5,79.80301667,2
0,74.98182,2
0,79.10605,2
197,85.5,2
0,99.6965,2
0,78.1212,2
793,88.68191667,2
0,81.45454,2
1012,97.22733333,2
984,104.52734,2
158,94.3841,2
28,91.03636,2
443,90.79998,2
774,87.71211667,2
279,83.2909,2
29,79.12726,2
224,87,2
54,81.80301667,2
462,82.45454,2
104,76.87121667,2
0,74.39395,2
20,74.2182,2
7,71.77273333,2
0,71.16364,2
0,69.86366667,1
5,69.9818,2
6,70.63636667,2
0,73.89092,2
19,73.3485,2
14,74.90908,2
198,77.50908,2
168,83.04545,2
8,79.2,2
159,75.49092,2
246,88.19696667,2
110,71.74544,2
543,76.72424,2
11,67.86365,2
5,67.14544,2
0,66.62121667,1
0,64.4182,1
0,64.2576,1
0,64.6,1
0,67.65151667,1
25,74.00002,2
0,73.50001667,2
0,74.86365,2
81,80.63636667,2
150,80.74546,2
499,92.05456,2
174,87.71213333,2
266,80.85456,2
331,83.18181667,2
0,81.25973333,2
169,75.16362,2
75,71.75758333,2
37,65.51314,2
8,64.03031667,2
0,65.12726,1
0,69.21213333,1
0,67.23638,1
0,65.25756667,1
0,64.9818,1
0,68.37876667,1
0,67.72726,1
55,77.272725,2
