steps,bpm,state
5522,98.67276,2
2167,91.06761667,2
49,74.49092,2
78,79.63636667,2
91,72.45454,2
5,63.72728,2
0,65.5909,1
11,64.87272,2
13,66.23483333,2
7,63.27275,2
0,61.2,1
0,65.31816667,1
0,62.14546,1
0,62.1818,1
0,66.10912,1
8,62.04546667,2
76,64.90908,2
32,66.61365,2
100,68,2
182,76.92726,2
16,74.15151667,2
19,70.12728,2
173,76.69698333,2
780,78.74546,2
3655,105.30305,3
3460,105.50005,3
29,79.5,2
0,70.78786667,2
26,69.78788333,2
105,70.47276,2
74,79.70454,2
309,79.13635,2
350,74.43636,2
41,70.8803,2
71,71.70455,2
0,70.7,2
63,61.27274,2
0,59.72726,1
0,62.62121667,1
0,60.6909,1
0,61.23636,1
0,65.3182,1
0,66.58182,1
67,66.39395,2
0,64.61818,1
153,65.84846667,2
337,68.0909,2
107,81.6909,2
18,68.8182,2
223,70.8909,2
105,72.69696667,2
0,68.56364,1
0,67.7818,1
52,68.84848333,2
57,69.481825,2
97,73.48483333,2
3788,90.29092,2
1140,82.92051667,2
84,68.78182,2
97,62.89391667,2
0,60.12724,1
0,60.34846667,1
0,61.50908,1
8,61.89092,2
0,66.19698333,1
0,65.6667,1
64,66.36365,2
6,63.61818,2
7,68.18181667,2
0,62.52728,1
0,64.30303333,1
0,64.63636,1
0,65.81818333,1
0,63.78182,1
76,69.16666667,2
21,64.70908,2
83,69.0109,2
0,69.6,1
157,91.1818,2
1298,83.5757,2
93,77.16546,2
1301,83.92421667,2
29,75.34546,2
105,72.32726,2
22,69.78786667,2
0,68.99998,1
342,70.92425,2
137,65.67272,2
7,61.18181667,2
66,61.80303333,2
0,58.41818,1
0,62.10608333,1
16,65.85452,2
0,64.65153333,1
0,69.05454,1
0,67.04545,1
0,67.2909,1
21,76.8333,2
4751,122.591,3
3842,118.068,3
28,74.5,2
99,79.6279,2
82,79.74241667,2
342,81.56364,2
169,75.49092,2
64,71.74241667,2
159,74.72728,2
457,82.4053,2
384,78.50906,2
252,78.01515,2
188,72.43634,2
669,67.66666667,2
0,63.4899,1
0,61.6364,1
0,61.45456,1
0,66.03031667,1
0,65.81818,1
0,66.13638333,1
0,67.67272,1
11,68.5606,2
119,69.67272,2
207,74.09241667,2
36,69.78182,2
15,70.21818,2
32,69.07576667,2
0,64.13132,1
0,64,1
1699,85.42425,2
309,91.47686,2
160,102.4665,2
16,69.57573333,2
18,80.63635,2
0,82.50908,2
0,76.3041,2
0,72.45453333,2
11,69.8909,2
0,66.42423333,1
8,69.2909,2
9,65.68181667,2
0,65.2,1
0,62.34846667,1
21,68.44,2
0,68.8409,1
5051,111.56352,3
3050,108.3636,3
0,53.1667,1
0,52.18414,1
0,51.425,1
0,50.09375,1
0,51.464275,1
0,53,1
77,64.33333333,2
0,62.99998,1
0,64.01515,1
0,64.34546,1
0,66.22728333,1
8,66.43636,2
0,67.10606667,1
0,66.85456,1
40,70.42425,2
0,65.34546,1
27,64.4,2
146,74.62121667,2
19,71.74546,2
2517,86.32113333,2
2806,90.94536,2
144,68.522725,2
1149,84.04541667,2
396,77.76364,2
507,78.0606,2
239,75.7818,2
655,84.24248333,2
5,71.43638,2
23,67.01515,2
7,62.55456,2
0,61.96968333,1
0,68.14548,1
23,65.96971667,2
0,66.7091,1
0,65.0303,1
0,66.03634,1
228,67.7576,2
33,67.32726,2
15,65.42425,2
131,74.66544,2
164,76.01816,2
159,72.21211667,2
1050,79.2,2
3842,106.4697333,3
499,89.1659,2
7,62.0303,2
0,66.65452,1
0,66.31816667,1
7,66.56362,2
0,63.30301667,1
0,65.43636,1
0,61,1
28,65.69092,2
39,71.84848333,2
26,67.088625,2
500,75.21818,2
425,79.85454,2
237,80.74243333,2
442,79.34546,2
597,79.72726667,2
0,77.38182,2
36,75.39395,2
28,72.09092,2
37,72.18182,2
0,73.48483333,2
83,74.6121,2
101,74.27876667,2
4,65.66666667,2
8,71.90906,2
0,71.18183333,2
8,69.07274,2
9,69.13636667,2
11,67.43636,2
0,68.31816667,1
0,67.56364,1
22,71.33335,2
8,80.2374,2
0,82.6667,2
31,70.7273,2
690,80.23636,2
6,73.39015,2
36,69.00002,2
0,62.13454,1
0,65.37878333,1
0,70.07272,2
0,63.57578333,1
0,68.41818,1
0,62.5909,1
9,62.87274,2
0,64.68181667,1
58,64.36364,2
9,66.697,2
29,65.41816,2
0,59.83636,1
32,64.56061667,2
8,67.41272,2
429,77.87915,2
4302,106.02546,3
2031,98.06666667,2
0,83.75,2
0,93,2
199,76.15153333,2
65,72.89393333,2
0,77.56364,2
51,75.0606,2
0,76.38182,2
0,72.69696667,2
0,64.85454,1
7,65.13635,2
0,67,1
0,64.57578333,1
38,65.63638,2
0,69.63636667,1
0,67.9091,1
60,65.65452,2
51,65.87878333,2
29,76.38383333,2
94,71.77271667,2
111,71.1212,2
17,85.5,2
0,61.95455,1
25,62.92726,2
11,61.48485,2
0,60.92728,1
0,68.33331667,1
0,62.27274,1
0,65.07576667,1
0,70.34544,2
0,66.19695,1
0,69.34546,1
0,66.00002,1
212,82.81816667,2
682,84.4091,2
58,72.89896667,2
0,72.5,2
3760,118.4035,3
1093,93,2
0,88.5,2
141,76.95455,2
73,71.49998333,2
41,67.28572,2
0,66.65151667,1
0,67.98182,1
0,63.84848333,1
0,63.65454,1
0,63.75756667,1
0,63.36364,1
0,60.86363333,1
0,63.43638,1
0,61.86363333,1
10,65.4909,2
82,69.16362,2
69,67.59091667,2
120,78.44546,2
0,68,1
203,87.4909,2
6,71.21818,2
15,68.34846667,2
56,69.23636,2
60,73.24241667,2
173,80.2909,2
8,83.1,2
66,74.3636,2
101,69.72726667,2
0,67.61516,1
721,68.70201667,2
5,62.74546,2
10,65.5,2
15,64.76364,2
0,66.74243333,1
0,61.7818,1
0,63.5909,1
14,66.5818,2
11,68.15151667,2
0,65.6909,1
0,64.52728,1
59,73.02693333,2
0,72.58182,2
122,69.04546667,2
70,69.38184,2
0,69.16666667,1
32,69.2,2
0,69.65153333,1
9,68.87274,2
0,69,1
58,72.03636,2
13,69.76364,2
56,68.31818333,2
37,66.4891,2
51,60.89393333,2
14,59.52728,2
0,63.21213333,1
0,63.2909,1
0,62.77271667,1
0,67.50908,1
0,66.57575,1
25,66.56002,2
202,78.8409,2
1014,86.0891,2
637,81.12443333,2
684,79,2
70,69.93506667,2
96,71.67068,2
10,68.84424,2
0,69.25,1
0,70,2
44,70.3636,2
59,70.59998,2
35,74.81818333,2
0,71.21818,2
0,76.21213333,2
0,79.18182,2
15,76.71211667,2
0,74.05456,2
209,76.04546667,2
5,71.78182,2
0,70.09091667,2
13,67.56106,2
2008,116.535,3
2632,109.8006667,3
214,81.28786667,2
1482,102.37572,3
49,76.39396667,2
0,67.12726,1
25,66.36363333,2
109,68.82626,2
0,64.30301667,1
4,66.12726,2
0,65.71211667,1
0,62.89092,1
0,64.59091667,1
6,66.9091,2
200,73.00908333,2
0,69.47272,1
0,71.68181667,2
11,71.18182,2
18,69.96362,2
1473,77.40906667,2
6125,114.8363,3
84,88.3939,2
184,82.045425,2
883,84.14546,2
33,72.01516667,2
49,68.21818,2
13,66.9697,2
140,77.14546,2
0,70.10908,2
56,69.40908333,2
57,64.89092,2
58,65.0909,2
0,62.86363333,1
0,66.69092,1
0,64.72728333,1
0,62.74546,1
0,63.19693333,1
86,70.74274,2
125,73.27274,2
200,76.95455,2
28,74.74544,2
813,75.89393333,2
24,67.07272,2
533,74.8485,2
665,85.10918,2
115,81.62123333,2
1029,88.48182,2
0,79.92728,2
0,77.9091,2
8,76.20002,2
18,73.0909,2
268,71.78182,2
64,75.69696667,2
232,73.96364,2
145,71.25908333,2
0,70.95062,2
0,70.90908333,2
0,73.32726,2
0,74.31818333,2
0,76.01818,2
0,77.51515,2
0,76.76362,2
6,74.48485,2
0,73.7273,2
275,75.4697,2
238,76.34544,2
333,81.68862,2
719,83.13635,2
337,76.1091,2
1673,82.80301667,2
399,77.52728,2
369,96,2
191,87.45455,2
212,73.69092,2
291,68.89396667,2
212,70.92728,2
33,79.39393333,2
6,67.41818,2
0,67,1
16,65.48485,2
8,63.50908,2
7,67.81818333,2
0,62.36364,1
0,63.45453333,1
5,67.98182,2
240,70.84846667,2
0,62.702275,1
32,60.10605,2
0,61.94546,1
9,64.93938333,2
0,68.3091,1
7,62.57575,2
0,63.25452,1
0,64.49092,1
62,66.1212,2
6,70.36363333,2
0,70,2
0,67.25,1
28,73.48486667,2
10,71.43938333,2
60,68.23634,2
26,64.43938333,2
30,65.96364,2
1577,83.32728,2
12,77.3106,2
40,75.0833,2
138,66.87878333,2
44,66.54546,2
0,67.25756667,1
0,65.5273,1
0,64.43938333,1
12,65.92728,2
286,74.19728,2
345,79.5303,2
236,76.87274,2
43,76.84846667,2
11,76.16364,2
208,79.4697,2
216,79.6,2
372,79.8909,2
359,76.8788,2
23,71.96364,2
0,71.18181667,2
519,75.74362,2
85,77.68638333,2
0,65.38445,1
0,68.8333,1
0,66.2121,1
39,65.22728333,2
0,62.94546,1
0,63.01516667,1
33,67.98184,2
0,66.63636667,1
0,64.87272,1
240,70.66232,2
538,80.77271667,2
182,74.7091,2
16,69.22728333,2
39,67.85456,2
5,71.34848333,2
25,68.96364,2
60,69.0909,2
82,72.32726,2
3945,99.10606667,2
3136,124.82375,3
94,78.2803,2
0,74.62123333,2
0,77.38182,2
0,67.57575,1
0,72.41818,2
0,67.8333,1
0,71.54546,2
187,73.68636667,2
0,71.2182,2
5,69.36361667,2
72,72.1091,2
94,77.798,2
8,83.8182,2
70,82.53031667,2
36,73.3091,2
56,77.63635,2
179,78.01818,2
431,78.36363333,2
16,71.96362,2
139,74.10908,2
47,76.24241667,2
0,68.58182,1
0,67.68183333,1
0,63.75092,1
60,66.09998,2
0,61.07575,1
0,67.87274,1
6,67.33331667,2
0,70.4,2
0,70.57575,2
19,71.32728,2
218,73.18183333,2
8,68.85456,2
96,68.86365,2
63,72.1091,2
407,78.25456,2
26,65.98485,2
146,80.39998,2
33,73.85908333,2
99,72.47274,2
128,70.87876667,2
722,72.98182,2
11,64.25756667,2
40,68.23636,2
387,75.06061667,2
5178,107.3817,3
6115,102.4547,3
1704,107.1365,3
61,75.4182,2
43,71.56362,2
20,71.90908,2
0,72.5,2
0,69.72728,1
0,71.4091,2
0,73.32728,2
79,76.5909,2
0,70.87272,2
131,75.13635,2
33,73.66908,2
14,71.27273333,2
19,70.57364,2
5,71.32728,2
0,72.24243333,2
65,68.13938,2
86,73.5697,2
32,75.93172,2
6,72.25758333,2
6,69.43636,2
9,69.76362,2
18,63.45453333,2
9,67.56765,2
70,66.25758333,2
9,68.3091,2
33,69.03028333,2
130,67.03636,2
0,62.60606667,1
0,67.67272,1
243,71.13635,2
0,61.29092,1
0,61.89393333,1
0,69.3818,1
0,64.61818,1
0,67.89393333,1
36,68.8571,2
43,77.1818,2
84,76.16362,2
0,74,2
169,79.21816,2
181,72.4894,2
0,68.96364,1
52,66.80303333,2
21,68.12272,2
35,58.99394,2
0,62.74243333,1
16,62.85456,2
0,66.78788333,1
0,62.98184,1
0,61.74243333,1
0,61.32726,1
0,64.57576667,1
106,69.47272,2
0,69.45454,1
12,76,2
95,71.29092,2
0,80.83333333,2
60,81.65454,2
82,72.25756667,2
85,72.0909,2
314,68.84848333,2
33,66.36062,2
156,64.75758333,2
0,61.7818,1
0,68.63635,1
0,69.16362,1
0,67.6515,1
0,72.36364,2
17,71.98485,2
20,69.43636,2
29,70.34848333,2
27,69.43638,2
43,70.45456,2
0,70.72728333,2
72,79.48728,2
49,74.90184,2
117,70.14546,2
25,69.74243333,2
16,67.25456,2
97,87.2091,2
26,76.58184,2
58,76.75755,2
6,73.05452,2
0,69.5,1
39,66.58182,2
0,68.4182,1
14,72.75756667,2
7,72.45456,2
0,73.27271667,2
0,64.49094,1
0,64.45455,1
0,64.76364,1
240,70.00001667,2
38,66.4,2
57,67.10608333,2
32,83.380675,2
0,93.75,2
20,66.181825,2
0,67,1
72,73.2909,2
105,72.25758333,2
182,74.14546,2
72,72.57575,2
85,68.52726,2
90,68.57576667,2
576,81.7091,2
0,71.63636667,2
11,69.01816667,2
42,65,2
26,60.77956,2
17,62.01515,2
13,62.7091,2
0,65.1818,1
0,63.94546,1
0,69.81818333,1
0,65.94544,1
173,68.45453333,2
0,67.92726,1
88,72.34848333,2
0,74.61818,2
119,78.4,2
4326,107.1970333,3
2982,125.391,3
50,85.88728,2
524,91.3515,2
460,92.2691,2
25,85.66666667,2
0,79.8159,2
0,84.75,2
14,72.31815,2
263,73.69092,2
51,68.36363333,2
0,69.69696667,1
6,71.41816,2
13,70.95455,2
0,69.16362,1
0,69.56061667,1
0,70.3818,2
260,76.27274,2
0,90.66665,2
0,60,1
893,113.091,2
3804,128.96425,3
121,96.47725,2
43,82.5818,2
29,81.24241667,2
54,81.01818,2
38,78.1212,2
148,74.83638,2
5,71.43634,2
0,64.98485,1
46,63.21818,2
21,63.55301667,2
14,61.95455,2
0,65.83636,1
0,63.04545,1
0,65.87274,1
0,64.18181667,1
0,63.3091,1
0,65.09091667,1
10,65.59998,2
29,68.6,2
106,74.9091,2
356,79.07573333,2
1044,86.05458,2
91,96.129125,2
0,88,2
74,72.69696667,2
172,69.27276,2
34,65.71971667,2
78,65.46971667,2
0,59.2,1
0,63.60605,1
0,63.52728,1
0,62.89395,1
0,65.10908,1
0,66.95456667,1
0,64.54546,1
62,67.74241667,2
32,67.70908,2
28,68.21818,2
191,78.62123333,2
19,71.97726,2
85,69.67272,2
0,67.43938333,1
2520,93.25452,2
3800,106.4091667,3
3378,94.54552,2
1698,100.1079667,3
1282,102.1617333,3
53,81.2121,2
16,75.06506,2
35,69.90908333,2
52,67.47274,2
0,67.18183333,1
0,68.2909,1
0,67.72726667,1
0,65.34544,1
4,68.40908333,2
0,69.83636,1
104,73.68183333,2
35,75.5909,2
469,81,2
292,81.45454,2
22,79.93936667,2
197,77.38184,2
141,78.24243333,2
162,75.45454,2
156,75.04545,2
325,76.74546,2
221,78.84846667,2
121,80.32728,2
176,74.60605,2
266,70.5818,2
89,64.98728,2
25,61.1909,2
0,62.81818333,1
0,60.07272,1
0,70.28786667,2
0,63.98182,1
0,64.63633333,1
9,64.80002,2
170,67.9697,2
27,66.45456,2
0,58.45453333,1
48,59.6182,2
0,65.52724,1
387,74.02695,2
3102,101.92736,3
1836,96.18416,2
17,81.34546,2
98,78.04546667,2
5,72.76366,2
55,77.31818333,2
0,75.8889,2
47,70.1818,2
12,64.14241667,2
0,70.63636667,2
0,69.19998,1
0,66.43941667,1
0,65.89094,1
0,64.36365,1
13,64.89092,2
4,68.50001667,2
0,64.2909,1
66,70.01513333,2
85,71.96362,2
6,69.49092,2
203,82.39393333,2
31,72.23636,2
126,71.19696667,2
1251,90.4546,2
7,76.3182,2
0,71.99998,2
0,70.16668333,2
0,70.65454,2
2349,83.8334,2
2938,98.47272,2
34,80.45758,2
265,72.19998,2
42,68.60606667,2
0,67.69695,1
0,68.87274,1
0,71.90908333,2
0,68.56364,1
0,66.33331667,1
0,68.9091,1
0,62.56061667,1
0,67.41818,1
67,68.72726667,2
53,69.54182,2
6829,111.1514833,3
17,86.25,2
296,68.74241667,2
26,64.125,2
22,66.86363333,2
9,63.78182,2
0,66.19695,1
0,60.99998,1
0,62.57575,1
0,65.2182,1
16,65.84848333,2
24,68.19998,2
7,67.4697,2
50,69.01816,2
36,72.65454,2
455,76.3709,2
878,83.85454,2
581,84.43941667,2
393,79.34544,2
152,75.27275,2
17,73.05456,2
589,75.84848333,2
276,73.52728,2
222,71.87272,2
0,69.18183333,1
0,66.70908,1
95,66.94613333,2
77,67.1616,2
0,65.78786667,1
0,72.18182,2
0,67.62121667,1
0,68.18182,1
0,74.04545,2
0,68.14546,1
0,68.98483333,1
58,69,2
5,92.44443333,2
45,111,2
0,70.5091,2
0,69.1111,1
0,75.4545,2
0,72.83638,2
67,64.31818333,2
0,60.83432,1
0,61.13635,1
9,62.58182,2
8,66.30303333,2
0,63.4182,1
0,66.75758333,1
0,66.05456,1
18,66.72221667,2
13,64.18182,2
28,64.04546667,2
384,73.99998,2
204,77.31212,2
0,83.5,2
335,81.07576667,2
15,75.52728,2
43,71.92726,2
354,74.80305,2
177,76.23634,2
112,77.68183333,2
141,72.96364,2
253,70.66666667,2
159,68.74548,2
0,65.21213333,1
64,64.57576667,2
0,62.63636667,1
48,65.67272,2
61,67.34848333,2
20,65.19998,2
0,65.09091667,1
9,61.7091,2
8,63.87274,2
22,61.27273333,2
20,64.38182,2
78,66.92426667,2
169,72.27274,2
0,81.10713333,2
56,54.66665,2
63,73.89393333,2
72,70.74544,2
559,75.63636667,2
0,72.16366,2
1361,82.71211667,2
756,86.14544,2
279,84.41818,2
52,73.8,2
110,68.54546,2
49,65.36365,2
9,64.56061667,2
0,65.7182,1
0,65.15151667,1
0,65.78182,1
0,66.13485,1
0,63.30908,1
0,65.15151667,1
0,66.74546,1
19,69.00608,2
94,70.96366,2
44,74.87878333,2
0,72.27274,2
31,65.25756667,2
44,62.25452,2
0,68.36365,1
46,71.73182,2
22,72.63638,2
84,75.93092,2
0,86,2
135,75.5644,2
10,72.6,2
0,69.39596,1
0,65.62123333,1
0,67.87274,1
7,69.8182,2
8,63.87272,2
0,66.04545,1
12,61.98184,2
176,68.9697,2
25,66.4,2
0,63.87878333,1
18,65.18184,2
0,62.96364,1
179,74.5909,2
26,74.92726,2
95,74.46971667,2
286,77.45454,2
15,71.7879,2
0,72.65454,2
0,72.48485,2
556,79.96,2
14,80.5,2
206,70,2
0,69.29092,1
0,70.89395,2
8,69.67274,2
0,65.71213333,1
0,69.00608,1
260,72.72576667,2
60,76.63638,2
0,73.6212,2
76,70.09092,2
454,80.01516667,2
437,84.87998,2
69,82.33331667,2
230,73.7091,2
104,76.12123333,2
167,76.25456,2
46,74.50912,2
71,72.87878333,2
279,70.4182,2
301,85.3616,2
31,69.18185,2
9,68.4485,2
0,70.45455,2
23,70.12726,2
0,74.18183333,2
0,75.87272,2
0,71.16666667,2
0,73.21818,2
0,69.65151667,1
0,72.87274,2
95,76.92423333,2
8,71.87272,2
0,69.05454,1
827,84.56065,2
211,80.14544,2
112,79.7974,2
341,86.8091,2
357,75.23636,2
1732,104.1060333,3
281,110.417,2
0,69.6818,1
318,71.81818333,2
